t_s,i_A,i_ref_A,active
0.000104,0.000000,15.000000,0.000000
0.000106,0.000000,15.000000,0.000000
0.000108,0.000000,15.000000,0.000000
0.000110,0.000000,15.000000,0.000000
0.000112,0.000000,15.000000,0.000000
0.000114,0.000000,15.000000,0.000000
0.000116,0.000000,15.000000,0.000000
0.000118,0.000000,15.000000,0.000000
0.000120,0.000000,15.000000,0.000000
0.000122,0.000000,15.000000,0.000000
0.000124,0.000000,15.000000,0.000000
0.000126,0.000000,15.000000,0.000000
0.000128,0.000000,15.000000,0.000000
0.000130,0.000000,15.000000,0.000000
0.000132,0.000000,15.000000,0.000000
0.000134,0.000000,15.000000,0.000000
0.000136,0.000000,15.000000,0.000000
0.000138,0.000000,15.000000,0.000000
0.000140,0.000000,15.000000,0.000000
0.000142,0.000000,15.000000,0.000000
0.000144,0.000000,15.000000,0.000000
0.000146,0.000000,15.000000,0.000000
0.000148,0.000000,15.000000,0.000000
0.000150,0.000000,15.000000,0.000000
0.000152,0.000000,15.000000,0.000000
0.000154,0.000000,15.000000,0.000000
0.000156,0.000000,15.000000,0.000000
0.000158,0.000000,15.000000,0.000000
0.000160,0.000000,15.000000,0.000000
0.000162,0.000000,15.000000,0.000000
0.000164,0.000000,15.000000,0.000000
0.000166,0.000000,15.000000,0.000000
0.000168,0.000000,15.000000,0.000000
0.000170,0.000000,15.000000,0.000000
0.000172,0.000000,15.000000,0.000000
0.000174,0.000000,15.000000,0.000000
0.000176,0.000000,15.000000,0.000000
0.000178,0.000000,15.000000,0.000000
0.000180,0.000000,15.000000,0.000000
0.000182,0.000000,15.000000,0.000000
0.000184,0.000000,15.000000,0.000000
0.000186,0.000000,15.000000,0.000000
0.000188,0.000000,15.000000,0.000000
0.000190,0.000000,15.000000,0.000000
0.000192,0.000000,15.000000,0.000000
0.000194,0.000000,15.000000,0.000000
0.000196,0.000000,15.000000,0.000000
0.000198,0.000000,15.000000,0.000000
0.000200,0.000000,15.000000,0.000000
0.000202,0.000000,15.000000,0.000000
0.000204,0.000000,15.000000,0.000000
0.000206,0.000000,15.000000,0.000000
0.000208,0.000000,15.000000,0.000000
0.000210,0.000000,15.000000,0.000000
0.000212,0.000000,15.000000,0.000000
0.000214,0.000000,15.000000,0.000000
0.000216,0.000000,15.000000,0.000000
0.000218,0.000000,15.000000,0.000000
0.000220,0.000000,15.000000,0.000000
0.000222,0.000000,15.000000,0.000000
0.000224,0.000000,15.000000,0.000000
0.000226,0.000000,15.000000,0.000000
0.000228,0.000000,15.000000,0.000000
0.000230,0.000000,15.000000,0.000000
0.000232,0.000000,15.000000,0.000000
0.000234,0.000000,15.000000,0.000000
0.000236,0.000000,15.000000,0.000000
0.000238,0.000000,15.000000,0.000000
0.000240,0.000000,15.000000,0.000000
0.000242,0.000000,15.000000,0.000000
0.000244,0.000000,15.000000,0.000000
0.000246,0.000000,15.000000,0.000000
0.000248,0.000000,15.000000,0.000000
0.000250,0.000000,15.000000,0.000000
0.000252,0.000000,15.000000,0.000000
0.000254,0.000000,15.000000,0.000000
0.000256,0.000000,15.000000,0.000000
0.000258,0.000000,15.000000,0.000000
0.000260,0.000000,15.000000,0.000000
0.000262,0.000000,15.000000,0.000000
0.000264,0.000000,15.000000,0.000000
0.000266,0.000000,15.000000,0.000000
0.000268,0.000000,15.000000,0.000000
0.000270,0.000000,15.000000,0.000000
0.000272,0.000000,15.000000,0.000000
0.000274,0.000000,15.000000,0.000000
0.000276,0.000000,15.000000,0.000000
0.000278,0.000000,15.000000,0.000000
0.000280,0.000000,15.000000,0.000000
0.000282,0.000000,15.000000,0.000000
0.000284,0.000000,15.000000,0.000000
0.000286,0.000000,15.000000,0.000000
0.000288,0.000000,15.000000,0.000000
0.000290,0.000000,15.000000,0.000000
0.000292,0.000000,15.000000,0.000000
0.000294,0.000000,15.000000,0.000000
0.000296,0.000000,15.000000,0.000000
0.000298,0.000000,15.000000,0.000000
0.000300,0.000000,15.000000,0.000000
0.000302,0.000000,15.000000,0.000000
0.000304,0.000000,15.000000,0.000000
0.000306,0.000000,15.000000,0.000000
0.000308,0.000000,15.000000,0.000000
0.000310,0.000000,15.000000,0.000000
0.000312,0.000000,15.000000,0.000000
0.000314,0.000000,15.000000,0.000000
0.000316,0.000000,15.000000,0.000000
0.000318,0.000000,15.000000,0.000000
0.000320,0.000000,15.000000,0.000000
0.000322,0.000000,15.000000,0.000000
0.000324,0.000000,15.000000,0.000000
0.000326,0.000000,15.000000,0.000000
0.000328,0.000000,15.000000,0.000000
0.000330,0.000000,15.000000,0.000000
0.000332,0.000000,15.000000,0.000000
0.000334,0.000000,15.000000,0.000000
0.000336,0.000000,15.000000,0.000000
0.000338,0.000000,15.000000,0.000000
0.000340,0.000000,15.000000,0.000000
0.000342,0.000000,15.000000,0.000000
0.000344,0.000000,15.000000,0.000000
0.000346,0.000000,15.000000,0.000000
0.000348,0.000000,15.000000,0.000000
0.000350,0.000000,15.000000,0.000000
0.000352,0.000000,15.000000,0.000000
0.000354,0.000000,15.000000,0.000000
0.000356,0.000000,15.000000,0.000000
0.000358,0.000000,15.000000,0.000000
0.000360,0.000000,15.000000,0.000000
0.000362,0.000000,15.000000,0.000000
0.000364,0.000000,15.000000,0.000000
0.000366,0.000000,15.000000,0.000000
0.000368,0.000000,15.000000,0.000000
0.000370,0.000000,15.000000,0.000000
0.000372,0.000000,15.000000,0.000000
0.000374,0.000000,15.000000,0.000000
0.000376,0.000000,15.000000,0.000000
0.000378,0.000000,15.000000,0.000000
0.000380,0.000000,15.000000,0.000000
0.000382,0.000000,15.000000,0.000000
0.000384,0.000000,15.000000,0.000000
0.000386,0.000000,15.000000,0.000000
0.000388,0.000000,15.000000,0.000000
0.000390,0.000000,15.000000,0.000000
0.000392,0.000000,15.000000,0.000000
0.000394,0.000000,15.000000,0.000000
0.000396,0.000000,15.000000,0.000000
0.000398,0.000000,15.000000,0.000000
0.000400,0.000000,15.000000,0.000000
0.000402,0.000000,15.000000,0.000000
0.000404,0.000000,15.000000,0.000000
0.000406,0.000000,15.000000,0.000000
0.000408,0.000000,15.000000,0.000000
0.000410,0.000000,15.000000,0.000000
0.000412,0.000000,15.000000,0.000000
0.000414,0.000000,15.000000,0.000000
0.000416,0.000000,15.000000,0.000000
0.000418,0.000000,15.000000,0.000000
0.000420,0.000000,15.000000,0.000000
0.000422,0.000000,15.000000,0.000000
0.000424,0.000000,15.000000,0.000000
0.000426,0.000000,15.000000,0.000000
0.000428,0.000000,15.000000,0.000000
0.000430,0.000000,15.000000,0.000000
0.000432,0.000000,15.000000,0.000000
0.000434,0.000000,15.000000,0.000000
0.000436,0.000000,15.000000,0.000000
0.000438,0.000000,15.000000,0.000000
0.000440,0.000000,15.000000,0.000000
0.000442,0.000000,15.000000,0.000000
0.000444,0.000000,15.000000,0.000000
0.000446,0.000000,15.000000,0.000000
0.000448,0.000000,15.000000,0.000000
0.000450,0.000000,15.000000,0.000000
0.000452,0.000000,15.000000,0.000000
0.000454,0.000000,15.000000,0.000000
0.000456,0.000000,15.000000,0.000000
0.000458,0.000000,15.000000,0.000000
0.000460,0.000000,15.000000,0.000000
0.000462,0.000000,15.000000,0.000000
0.000464,0.000000,15.000000,0.000000
0.000466,0.000000,15.000000,0.000000
0.000468,0.000000,15.000000,0.000000
0.000470,0.000000,15.000000,0.000000
0.000472,0.000000,15.000000,0.000000
0.000474,0.000000,15.000000,0.000000
0.000476,0.000000,15.000000,0.000000
0.000478,0.000000,15.000000,0.000000
0.000480,0.000000,15.000000,0.000000
0.000482,0.000000,15.000000,0.000000
0.000484,0.000000,15.000000,0.000000
0.000486,0.000000,15.000000,0.000000
0.000488,0.000000,15.000000,0.000000
0.000490,0.000000,15.000000,0.000000
0.000492,0.000000,15.000000,0.000000
0.000494,0.000000,15.000000,0.000000
0.000496,0.000000,15.000000,0.000000
0.000498,0.000000,15.000000,0.000000
0.000500,0.000000,15.000000,0.000000
0.000502,0.000000,15.000000,0.000000
0.000504,0.000000,15.000000,0.000000
0.000506,0.000000,15.000000,0.000000
0.000508,0.000000,15.000000,0.000000
0.000510,0.000000,15.000000,0.000000
0.000512,0.000000,15.000000,0.000000
0.000514,0.000000,15.000000,0.000000
0.000516,0.000000,15.000000,0.000000
0.000518,0.000000,15.000000,0.000000
0.000520,0.000000,15.000000,0.000000
0.000522,0.000000,15.000000,0.000000
0.000524,0.000000,15.000000,0.000000
0.000526,0.000000,15.000000,0.000000
0.000528,0.000000,15.000000,0.000000
0.000530,0.000000,15.000000,0.000000
0.000532,0.000000,15.000000,0.000000
0.000534,0.000000,15.000000,0.000000
0.000536,0.000000,15.000000,0.000000
0.000538,0.000000,15.000000,0.000000
0.000540,0.000000,15.000000,0.000000
0.000542,0.000000,15.000000,0.000000
0.000544,0.000000,15.000000,0.000000
0.000546,0.000000,15.000000,0.000000
0.000548,0.000000,15.000000,0.000000
0.000550,0.000000,15.000000,0.000000
0.000552,0.000000,15.000000,0.000000
0.000554,0.000000,15.000000,0.000000
0.000556,0.000000,15.000000,0.000000
0.000558,0.000000,15.000000,0.000000
0.000560,0.000000,15.000000,0.000000
0.000562,0.000000,15.000000,0.000000
0.000564,0.000000,15.000000,0.000000
0.000566,0.000000,15.000000,0.000000
0.000568,0.000000,15.000000,0.000000
0.000570,0.000000,15.000000,0.000000
0.000572,0.000000,15.000000,0.000000
0.000574,0.000000,15.000000,0.000000
0.000576,0.000000,15.000000,0.000000
0.000578,0.000000,15.000000,0.000000
0.000580,0.000000,15.000000,0.000000
0.000582,0.000000,15.000000,0.000000
0.000584,0.000000,15.000000,0.000000
0.000586,0.000000,15.000000,0.000000
0.000588,0.000000,15.000000,0.000000
0.000590,0.000000,15.000000,0.000000
0.000592,0.000000,15.000000,0.000000
0.000594,0.000000,15.000000,0.000000
0.000596,0.000000,15.000000,0.000000
0.000598,0.000000,15.000000,0.000000
0.000600,0.000000,15.000000,0.000000
0.000602,0.000000,15.000000,0.000000
0.000604,0.000000,15.000000,0.000000
0.000606,0.000000,15.000000,0.000000
0.000608,0.000000,15.000000,0.000000
0.000610,0.000000,15.000000,0.000000
0.000612,0.000000,15.000000,0.000000
0.000614,0.000000,15.000000,0.000000
0.000616,0.000000,15.000000,0.000000
0.000618,0.000000,15.000000,0.000000
0.000620,0.000000,15.000000,0.000000
0.000622,0.000000,15.000000,0.000000
0.000624,0.000000,15.000000,0.000000
0.000626,0.000000,15.000000,0.000000
0.000628,0.000000,15.000000,0.000000
0.000630,0.000000,15.000000,0.000000
0.000632,0.000000,15.000000,0.000000
0.000634,0.000000,15.000000,0.000000
0.000636,0.000000,15.000000,0.000000
0.000638,0.000000,15.000000,0.000000
0.000640,0.000000,15.000000,0.000000
0.000642,0.000000,15.000000,0.000000
0.000644,0.000000,15.000000,0.000000
0.000646,0.000000,15.000000,0.000000
0.000648,0.000000,15.000000,0.000000
0.000650,0.000000,15.000000,0.000000
0.000652,0.000000,15.000000,0.000000
0.000654,0.000000,15.000000,0.000000
0.000656,0.000000,15.000000,0.000000
0.000658,0.000000,15.000000,0.000000
0.000660,0.000000,15.000000,0.000000
0.000662,0.000000,15.000000,0.000000
0.000664,0.000000,15.000000,0.000000
0.000666,0.000000,15.000000,0.000000
0.000668,0.000000,15.000000,0.000000
0.000670,0.000000,15.000000,0.000000
0.000672,0.000000,15.000000,0.000000
0.000674,0.000000,15.000000,0.000000
0.000676,0.000000,15.000000,0.000000
0.000678,0.000000,15.000000,0.000000
0.000680,0.000000,15.000000,0.000000
0.000682,0.000000,15.000000,0.000000
0.000684,0.000000,15.000000,0.000000
0.000686,0.000000,15.000000,0.000000
0.000688,0.000000,15.000000,0.000000
0.000690,0.000000,15.000000,0.000000
0.000692,0.000000,15.000000,0.000000
0.000694,0.000000,15.000000,0.000000
0.000696,0.000000,15.000000,1.000000
0.000698,0.000000,15.000000,1.000000
0.000700,0.089951,15.000000,1.000000
0.000702,0.179893,15.000000,1.000000
0.000704,0.269825,15.000000,1.000000
0.000706,0.359747,15.000000,1.000000
0.000708,0.449659,15.000000,1.000000
0.000710,0.539562,15.000000,1.000000
0.000712,0.629455,15.000000,1.000000
0.000714,0.719339,15.000000,1.000000
0.000716,0.809212,15.000000,1.000000
0.000718,0.899076,15.000000,1.000000
0.000720,0.988931,15.000000,1.000000
0.000722,1.078775,15.000000,1.000000
0.000724,1.168610,15.000000,1.000000
0.000726,1.258436,15.000000,1.000000
0.000728,1.348251,15.000000,1.000000
0.000730,1.438057,15.000000,1.000000
0.000732,1.527853,15.000000,1.000000
0.000734,1.617639,15.000000,1.000000
0.000736,1.707416,15.000000,1.000000
0.000738,1.797183,15.000000,1.000000
0.000740,1.886940,15.000000,1.000000
0.000742,1.976687,15.000000,1.000000
0.000744,2.066425,15.000000,1.000000
0.000746,2.156153,15.000000,1.000000
0.000748,2.245871,15.000000,1.000000
0.000750,2.335579,15.000000,1.000000
0.000752,2.425278,15.000000,1.000000
0.000754,2.514967,15.000000,1.000000
0.000756,2.604646,15.000000,1.000000
0.000758,2.694316,15.000000,1.000000
0.000760,2.783976,15.000000,1.000000
0.000762,2.873625,15.000000,1.000000
0.000764,2.963266,15.000000,1.000000
0.000766,3.052896,15.000000,1.000000
0.000768,3.142517,15.000000,1.000000
0.000770,3.232128,15.000000,1.000000
0.000772,3.321729,15.000000,1.000000
0.000774,3.411320,15.000000,1.000000
0.000776,3.500902,15.000000,1.000000
0.000778,3.590474,15.000000,1.000000
0.000780,3.680036,15.000000,1.000000
0.000782,3.769588,15.000000,1.000000
0.000784,3.859130,15.000000,1.000000
0.000786,3.948663,15.000000,1.000000
0.000788,4.038186,15.000000,1.000000
0.000790,4.127699,15.000000,1.000000
0.000792,4.217202,15.000000,1.000000
0.000794,4.306696,15.000000,1.000000
0.000796,4.396180,15.000000,1.000000
0.000798,4.485654,15.000000,1.000000
0.000800,4.575118,15.000000,1.000000
0.000802,4.664572,15.000000,1.000000
0.000804,4.754016,15.000000,1.000000
0.000806,4.843451,15.000000,1.000000
0.000808,4.932876,15.000000,1.000000
0.000810,5.022291,15.000000,1.000000
0.000812,5.111696,15.000000,1.000000
0.000814,5.201092,15.000000,1.000000
0.000816,5.290477,15.000000,1.000000
0.000818,5.379853,15.000000,1.000000
0.000820,5.469219,15.000000,1.000000
0.000822,5.558575,15.000000,1.000000
0.000824,5.647921,15.000000,1.000000
0.000826,5.737258,15.000000,1.000000
0.000828,5.826584,15.000000,1.000000
0.000830,5.915901,15.000000,1.000000
0.000832,6.005208,15.000000,1.000000
0.000834,6.094505,15.000000,1.000000
0.000836,6.183792,15.000000,1.000000
0.000838,6.273070,15.000000,1.000000
0.000840,6.362337,15.000000,1.000000
0.000842,6.451595,15.000000,1.000000
0.000844,6.540842,15.000000,1.000000
0.000846,6.630080,15.000000,1.000000
0.000848,6.719308,15.000000,1.000000
0.000850,6.808527,15.000000,1.000000
0.000852,6.897735,15.000000,1.000000
0.000854,6.986933,15.000000,1.000000
0.000856,7.076122,15.000000,1.000000
0.000858,7.165300,15.000000,1.000000
0.000860,7.254469,15.000000,1.000000
0.000862,7.343628,15.000000,1.000000
0.000864,7.432777,15.000000,1.000000
0.000866,7.521916,15.000000,1.000000
0.000868,7.611045,15.000000,1.000000
0.000870,7.700165,15.000000,1.000000
0.000872,7.789274,15.000000,1.000000
0.000874,7.878374,15.000000,1.000000
0.000876,7.967463,15.000000,1.000000
0.000878,8.056543,15.000000,1.000000
0.000880,8.145613,15.000000,1.000000
0.000882,8.234673,15.000000,1.000000
0.000884,8.323723,15.000000,1.000000
0.000886,8.412763,15.000000,1.000000
0.000888,8.501793,15.000000,1.000000
0.000890,8.590813,15.000000,1.000000
0.000892,8.679823,15.000000,1.000000
0.000894,8.768824,15.000000,1.000000
0.000896,8.857814,15.000000,1.000000
0.000898,8.946795,15.000000,1.000000
0.000900,9.035765,15.000000,1.000000
0.000902,9.124726,15.000000,1.000000
0.000904,9.213676,15.000000,1.000000
0.000906,9.302617,15.000000,1.000000
0.000908,9.391548,15.000000,1.000000
0.000910,9.480469,15.000000,1.000000
0.000912,9.569380,15.000000,1.000000
0.000914,9.658281,15.000000,1.000000
0.000916,9.747171,15.000000,1.000000
0.000918,9.836052,15.000000,1.000000
0.000920,9.924923,15.000000,1.000000
0.000922,10.013785,15.000000,1.000000
0.000924,10.102636,15.000000,1.000000
0.000926,10.191477,15.000000,1.000000
0.000928,10.280308,15.000000,1.000000
0.000930,10.369129,15.000000,1.000000
0.000932,10.457940,15.000000,1.000000
0.000934,10.546741,15.000000,1.000000
0.000936,10.635532,15.000000,1.000000
0.000938,10.724314,15.000000,1.000000
0.000940,10.813085,15.000000,1.000000
0.000942,10.901846,15.000000,1.000000
0.000944,10.990597,15.000000,1.000000
0.000946,11.079338,15.000000,1.000000
0.000948,11.168070,15.000000,1.000000
0.000950,11.256791,15.000000,1.000000
0.000952,11.345502,15.000000,1.000000
0.000954,11.434203,15.000000,1.000000
0.000956,11.522894,15.000000,1.000000
0.000958,11.611575,15.000000,1.000000
0.000960,11.700246,15.000000,1.000000
0.000962,11.788907,15.000000,1.000000
0.000964,11.877558,15.000000,1.000000
0.000966,11.966199,15.000000,1.000000
0.000968,12.054830,15.000000,1.000000
0.000970,12.143451,15.000000,1.000000
0.000972,12.232062,15.000000,1.000000
0.000974,12.320663,15.000000,1.000000
0.000976,12.409254,15.000000,1.000000
0.000978,12.497834,15.000000,1.000000
0.000980,12.586405,15.000000,1.000000
0.000982,12.674966,15.000000,1.000000
0.000984,12.763516,15.000000,1.000000
0.000986,12.852057,15.000000,1.000000
0.000988,12.940587,15.000000,1.000000
0.000990,13.029107,15.000000,1.000000
0.000992,13.117618,15.000000,1.000000
0.000994,13.206118,15.000000,1.000000
0.000996,13.294608,15.000000,1.000000
0.000998,13.383088,15.000000,1.000000
0.001000,13.381613,15.000000,1.000000
0.001002,13.380137,15.000000,1.000000
0.001004,13.378661,15.000000,1.000000
0.001006,13.377184,15.000000,1.000000
0.001008,13.375706,15.000000,1.000000
0.001010,13.374228,15.000000,1.000000
0.001012,13.372749,15.000000,1.000000
0.001014,13.371269,15.000000,1.000000
0.001016,13.369789,15.000000,1.000000
0.001018,13.368307,15.000000,1.000000
0.001020,13.366825,15.000000,1.000000
0.001022,13.365343,15.000000,1.000000
0.001024,13.363859,15.000000,1.000000
0.001026,13.362375,15.000000,1.000000
0.001028,13.360891,15.000000,1.000000
0.001030,13.359405,15.000000,1.000000
0.001032,13.357919,15.000000,1.000000
0.001034,13.356432,15.000000,1.000000
0.001036,13.354944,15.000000,1.000000
0.001038,13.353456,15.000000,1.000000
0.001040,13.351966,15.000000,1.000000
0.001042,13.350477,15.000000,1.000000
0.001044,13.348986,15.000000,1.000000
0.001046,13.347494,15.000000,1.000000
0.001048,13.346002,15.000000,1.000000
0.001050,13.344509,15.000000,1.000000
0.001052,13.343015,15.000000,1.000000
0.001054,13.341521,15.000000,1.000000
0.001056,13.340025,15.000000,1.000000
0.001058,13.338529,15.000000,1.000000
0.001060,13.337032,15.000000,1.000000
0.001062,13.335535,15.000000,1.000000
0.001064,13.334036,15.000000,1.000000
0.001066,13.332537,15.000000,1.000000
0.001068,13.331037,15.000000,1.000000
0.001070,13.329536,15.000000,1.000000
0.001072,13.328035,15.000000,1.000000
0.001074,13.326532,15.000000,1.000000
0.001076,13.325029,15.000000,1.000000
0.001078,13.323525,15.000000,1.000000
0.001080,13.322020,15.000000,1.000000
0.001082,13.320514,15.000000,1.000000
0.001084,13.319008,15.000000,1.000000
0.001086,13.317500,15.000000,1.000000
0.001088,13.315992,15.000000,1.000000
0.001090,13.314483,15.000000,1.000000
0.001092,13.312973,15.000000,1.000000
0.001094,13.311463,15.000000,1.000000
0.001096,13.309951,15.000000,1.000000
0.001098,13.308439,15.000000,1.000000
0.001100,13.306925,15.000000,1.000000
0.001102,13.305411,15.000000,1.000000
0.001104,13.303896,15.000000,1.000000
0.001106,13.302380,15.000000,1.000000
0.001108,13.300864,15.000000,1.000000
0.001110,13.299346,15.000000,1.000000
0.001112,13.297828,15.000000,1.000000
0.001114,13.296308,15.000000,1.000000
0.001116,13.294788,15.000000,1.000000
0.001118,13.293267,15.000000,1.000000
0.001120,13.291745,15.000000,1.000000
0.001122,13.290222,15.000000,1.000000
0.001124,13.288698,15.000000,1.000000
0.001126,13.287174,15.000000,1.000000
0.001128,13.285648,15.000000,1.000000
0.001130,13.284122,15.000000,1.000000
0.001132,13.282594,15.000000,1.000000
0.001134,13.281066,15.000000,1.000000
0.001136,13.279537,15.000000,1.000000
0.001138,13.278006,15.000000,1.000000
0.001140,13.276475,15.000000,1.000000
0.001142,13.274943,15.000000,1.000000
0.001144,13.273410,15.000000,1.000000
0.001146,13.271876,15.000000,1.000000
0.001148,13.270341,15.000000,1.000000
0.001150,13.268806,15.000000,1.000000
0.001152,13.267269,15.000000,1.000000
0.001154,13.265731,15.000000,1.000000
0.001156,13.264192,15.000000,1.000000
0.001158,13.262653,15.000000,1.000000
0.001160,13.261112,15.000000,1.000000
0.001162,13.259571,15.000000,1.000000
0.001164,13.258028,15.000000,1.000000
0.001166,13.256484,15.000000,1.000000
0.001168,13.254940,15.000000,1.000000
0.001170,13.253394,15.000000,1.000000
0.001172,13.251848,15.000000,1.000000
0.001174,13.250300,15.000000,1.000000
0.001176,13.248752,15.000000,1.000000
0.001178,13.247202,15.000000,1.000000
0.001180,13.245652,15.000000,1.000000
0.001182,13.244100,15.000000,1.000000
0.001184,13.242548,15.000000,1.000000
0.001186,13.240994,15.000000,1.000000
0.001188,13.239440,15.000000,1.000000
0.001190,13.237884,15.000000,1.000000
0.001192,13.236328,15.000000,1.000000
0.001194,13.234770,15.000000,1.000000
0.001196,13.233211,15.000000,1.000000
0.001198,13.231651,15.000000,1.000000
0.001200,13.230091,15.000000,1.000000
0.001202,13.228529,15.000000,1.000000
0.001204,13.226966,15.000000,1.000000
0.001206,13.225402,15.000000,1.000000
0.001208,13.223837,15.000000,1.000000
0.001210,13.222271,15.000000,1.000000
0.001212,13.220704,15.000000,1.000000
0.001214,13.219135,15.000000,1.000000
0.001216,13.217566,15.000000,1.000000
0.001218,13.215996,15.000000,1.000000
0.001220,13.214424,15.000000,1.000000
0.001222,13.212852,15.000000,1.000000
0.001224,13.211278,15.000000,1.000000
0.001226,13.209703,15.000000,1.000000
0.001228,13.208127,15.000000,1.000000
0.001230,13.206550,15.000000,1.000000
0.001232,13.204972,15.000000,1.000000
0.001234,13.203393,15.000000,1.000000
0.001236,13.201813,15.000000,1.000000
0.001238,13.200231,15.000000,1.000000
0.001240,13.198649,15.000000,1.000000
0.001242,13.197065,15.000000,1.000000
0.001244,13.195480,15.000000,1.000000
0.001246,13.193894,15.000000,1.000000
0.001248,13.192307,15.000000,1.000000
0.001250,13.190719,15.000000,1.000000
0.001252,13.189129,15.000000,1.000000
0.001254,13.187538,15.000000,1.000000
0.001256,13.185947,15.000000,1.000000
0.001258,13.184354,15.000000,1.000000
0.001260,13.182760,15.000000,1.000000
0.001262,13.181164,15.000000,1.000000
0.001264,13.179568,15.000000,1.000000
0.001266,13.177970,15.000000,1.000000
0.001268,13.176371,15.000000,1.000000
0.001270,13.174771,15.000000,1.000000
0.001272,13.173170,15.000000,1.000000
0.001274,13.171568,15.000000,1.000000
0.001276,13.169964,15.000000,1.000000
0.001278,13.168359,15.000000,1.000000
0.001280,13.166753,15.000000,1.000000
0.001282,13.165146,15.000000,1.000000
0.001284,13.163537,15.000000,1.000000
0.001286,13.161927,15.000000,1.000000
0.001288,13.160317,15.000000,1.000000
0.001290,13.158704,15.000000,1.000000
0.001292,13.157091,15.000000,1.000000
0.001294,13.155476,15.000000,1.000000
0.001296,13.153860,15.000000,1.000000
0.001298,13.152243,15.000000,1.000000
0.001300,13.150625,15.000000,1.000000
0.001302,13.149005,15.000000,1.000000
0.001304,13.147384,15.000000,1.000000
0.001306,13.145762,15.000000,1.000000
0.001308,13.144138,15.000000,1.000000
0.001310,13.142513,15.000000,1.000000
0.001312,13.140887,15.000000,1.000000
0.001314,13.139260,15.000000,1.000000
0.001316,13.137631,15.000000,1.000000
0.001318,13.136001,15.000000,1.000000
0.001320,13.134370,15.000000,1.000000
0.001322,13.132737,15.000000,1.000000
0.001324,13.131103,15.000000,1.000000
0.001326,13.129468,15.000000,1.000000
0.001328,13.127831,15.000000,1.000000
0.001330,13.126194,15.000000,1.000000
0.001332,13.124554,15.000000,1.000000
0.001334,13.122914,15.000000,1.000000
0.001336,13.121272,15.000000,1.000000
0.001338,13.119629,15.000000,1.000000
0.001340,13.117984,15.000000,1.000000
0.001342,13.116338,15.000000,1.000000
0.001344,13.114691,15.000000,1.000000
0.001346,13.113042,15.000000,1.000000
0.001348,13.111392,15.000000,1.000000
0.001350,13.109741,15.000000,1.000000
0.001352,13.108088,15.000000,1.000000
0.001354,13.106434,15.000000,1.000000
0.001356,13.104779,15.000000,1.000000
0.001358,13.103122,15.000000,1.000000
0.001360,13.101463,15.000000,1.000000
0.001362,13.099804,15.000000,1.000000
0.001364,13.098143,15.000000,1.000000
0.001366,13.096480,15.000000,1.000000
0.001368,13.094816,15.000000,1.000000
0.001370,13.093151,15.000000,1.000000
0.001372,13.091484,15.000000,1.000000
0.001374,13.089816,15.000000,1.000000
0.001376,13.088146,15.000000,1.000000
0.001378,13.086475,15.000000,1.000000
0.001380,13.084803,15.000000,1.000000
0.001382,13.083129,15.000000,1.000000
0.001384,13.081453,15.000000,1.000000
0.001386,13.079776,15.000000,1.000000
0.001388,13.078098,15.000000,1.000000
0.001390,13.076418,15.000000,1.000000
0.001392,13.074737,15.000000,1.000000
0.001394,13.073054,15.000000,1.000000
